start_location,end_location,distance_meters,duration_seconds,duration_minutes,num_steps,directions
eta cluster,lambda cluster,207.6,29.9,0.5,3,Start heading left (151m) | Turn right (55m) | Arrive at your destination
eta cluster,mue cluster,382.7,60.5,1.0,5,Start heading left (151m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
eta cluster,omega cluster,401.3,63.4,1.1,4,Start heading left (151m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
eta cluster,nuzvid gate,1699.6,286.0,4.8,8,Start heading right (57m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
eta cluster,sklm gate,415.3,70.3,1.2,6,Start heading left (151m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
gama cluster,academic block 1(ab1),1989.8,352.8,5.9,9,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
gama cluster,academic block2(ab2),1996.9,352.8,5.9,8,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
gama cluster,academic block 3(ab3),2030.0,360.7,6.0,8,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
gama cluster,I3 adminstrative block,1989.8,352.8,5.9,9,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
gama cluster,chancellor office,1989.8,352.8,5.9,9,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
gama cluster,p1 faculty block,1989.8,352.8,5.9,9,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
gama cluster,p2 faculty block,1989.8,352.8,5.9,9,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
gama cluster,p3 faculty block,2252.4,422.8,7.0,7,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
gama cluster,central library,2169.7,394.3,6.6,8,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
gama cluster,sac,2139.7,387.0,6.5,8,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
gama cluster,food court,608.1,70.9,1.2,4,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (288m) | Arrive at your destination
gama cluster,boys mess,548.9,67.7,1.1,4,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (229m) | Arrive at your destination
gama cluster,girls mess,738.2,78.2,1.3,4,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (419m) | Arrive at your destination
gama cluster,sbi,748.3,78.7,1.3,4,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (429m) | Arrive at your destination
gama cluster,nuzvid clinic,2169.7,394.3,6.6,8,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
gama cluster,yoga shala,685.2,75.2,1.3,4,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (366m) | Arrive at your destination
gama cluster,k2 ground,492.7,64.6,1.1,4,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (173m) | Arrive at your destination
gama cluster,I1 boys hostel,119.3,20.9,0.3,3,Start heading left (105m) | Turn left (13m) | Arrive at your destination
gama cluster,I2 boys hostel,167.9,28.0,0.5,3,Start heading left (105m) | Turn left (62m) | Arrive at your destination
gama cluster,k2 girls hostel,771.9,80.0,1.3,4,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (452m) | Arrive at your destination
gama cluster,k3 girls hostel,351.0,54.4,0.9,3,Start heading left (105m) | Turn left (245m) | Arrive at your destination
gama cluster,k4 girls hostel,376.6,58.1,1.0,3,Start heading left (105m) | Turn left (271m) | Arrive at your destination
gama cluster,dh1&2,179.0,29.6,0.5,3,Start heading left (105m) | Turn left (73m) | Arrive at your destination
gama cluster,dh3,219.6,35.4,0.6,3,Start heading left (105m) | Turn left (114m) | Arrive at your destination
gama cluster,dh4,252.5,40.2,0.7,3,Start heading left (105m) | Turn left (147m) | Arrive at your destination
gama cluster,beta cluster,159.9,26.1,0.4,3,Start heading left (105m) | Turn right (54m) | Arrive at your destination
gama cluster,eta cluster,47.6,6.8,0.1,2,Start heading left (47m) | Arrive at your destination
gama cluster,kappa cluster,112.0,21.1,0.4,3,Start heading right (69m) | Turn right (42m) | Arrive at your destination
gama cluster,lambda cluster,160.0,23.1,0.4,3,Start heading right (104m) | Turn right (55m) | Arrive at your destination
gama cluster,mue cluster,335.1,53.7,0.9,5,Start heading right (104m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
gama cluster,omega cluster,353.7,56.6,0.9,4,Start heading right (104m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
gama cluster,nuzvid gate,1747.2,292.8,4.9,8,Start heading left (105m) | Turn right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
gama cluster,sklm gate,367.7,63.5,1.1,6,Start heading right (104m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
kappa cluster,academic block 1(ab1),2137.4,373.3,6.2,9,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
kappa cluster,academic block2(ab2),2144.5,373.3,6.2,8,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
kappa cluster,academic block 3(ab3),2177.6,381.2,6.4,8,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
kappa cluster,I3 adminstrative block,2137.4,373.3,6.2,9,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
kappa cluster,chancellor office,2137.4,373.3,6.2,9,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
kappa cluster,p1 faculty block,2137.4,373.3,6.2,9,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
kappa cluster,p2 faculty block,2137.4,373.3,6.2,9,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
kappa cluster,p3 faculty block,2400.1,443.3,7.4,7,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
kappa cluster,central library,2317.3,414.8,6.9,8,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
kappa cluster,sac,2287.3,407.5,6.8,8,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
kappa cluster,food court,755.7,91.4,1.5,4,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
kappa cluster,boys mess,696.5,88.2,1.5,4,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
kappa cluster,girls mess,885.8,98.7,1.6,4,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
kappa cluster,sbi,896.0,99.2,1.7,4,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
kappa cluster,nuzvid clinic,2317.3,414.8,6.9,8,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
kappa cluster,yoga shala,832.9,95.7,1.6,4,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
kappa cluster,k2 ground,640.3,85.1,1.4,4,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
kappa cluster,I1 boys hostel,239.4,36.9,0.6,3,Start heading left (179m) | Turn right (59m) | Arrive at your destination
kappa cluster,I2 boys hostel,190.8,29.8,0.5,3,Start heading left (179m) | Turn right (11m) | Arrive at your destination
kappa cluster,k2 girls hostel,919.5,100.5,1.7,4,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
kappa cluster,k3 girls hostel,351.8,56.4,0.9,3,Start heading left (179m) | Turn left (172m) | Arrive at your destination
kappa cluster,k4 girls hostel,377.3,60.1,1.0,3,Start heading left (179m) | Turn left (197m) | Arrive at your destination
kappa cluster,dh1&2,179.7,26.0,0.4,2,Start heading left (179m) | Arrive at your destination
kappa cluster,dh3,220.3,37.4,0.6,3,Start heading left (179m) | Turn left (40m) | Arrive at your destination
kappa cluster,dh4,253.3,42.2,0.7,3,Start heading left (179m) | Turn left (73m) | Arrive at your destination
kappa cluster,beta cluster,307.6,46.6,0.8,3,Start heading left (179m) | Turn right (127m) | Arrive at your destination
kappa cluster,eta cluster,159.5,29.9,0.5,3,Start heading right (42m) | Turn left (117m) | Arrive at your destination
kappa cluster,gama cluster,112.0,23.1,0.4,3,Start heading right (42m) | Turn left (69m) | Arrive at your destination
kappa cluster,lambda cluster,132.7,19.7,0.3,4,Start heading right (42m) | Turn right (34m) | Turn right (55m) | Arrive at your destination
kappa cluster,mue cluster,307.8,50.3,0.8,6,Start heading right (42m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
kappa cluster,omega cluster,326.4,53.2,0.9,5,Start heading right (42m) | Turn right (34m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
kappa cluster,nuzvid gate,1894.8,313.3,5.2,8,Start heading left (179m) | Turn right (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
kappa cluster,sklm gate,340.4,60.1,1.0,7,Start heading right (42m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
lambda cluster,academic block 1(ab1),2149.8,376.4,6.3,10,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
lambda cluster,academic block2(ab2),2156.9,376.4,6.3,9,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
lambda cluster,academic block 3(ab3),2190.0,384.3,6.4,9,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
lambda cluster,I3 adminstrative block,2149.8,376.4,6.3,10,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
lambda cluster,chancellor office,2149.8,376.4,6.3,10,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
lambda cluster,p1 faculty block,2149.8,376.4,6.3,10,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
lambda cluster,p2 faculty block,2149.8,376.4,6.3,10,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
lambda cluster,p3 faculty block,2412.5,446.4,7.4,8,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
lambda cluster,central library,2329.7,417.9,7.0,9,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
lambda cluster,sac,2299.7,410.6,6.8,9,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
lambda cluster,food court,768.1,94.5,1.6,5,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (288m) | Arrive at your destination
lambda cluster,boys mess,708.9,91.3,1.5,5,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (229m) | Arrive at your destination
lambda cluster,girls mess,898.2,101.8,1.7,5,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (419m) | Arrive at your destination
lambda cluster,sbi,908.4,102.3,1.7,5,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (429m) | Arrive at your destination
lambda cluster,nuzvid clinic,2329.7,417.9,7.0,9,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
lambda cluster,yoga shala,845.2,98.8,1.6,5,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (366m) | Arrive at your destination
lambda cluster,k2 ground,652.7,88.2,1.5,5,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (173m) | Arrive at your destination
lambda cluster,I1 boys hostel,279.3,44.5,0.7,4,Start heading right (55m) | Turn left (209m) | End of road left (13m) | Arrive at your destination
lambda cluster,I2 boys hostel,327.9,51.6,0.9,4,Start heading right (55m) | Turn left (209m) | End of road left (62m) | Arrive at your destination
lambda cluster,k2 girls hostel,931.9,103.6,1.7,5,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (452m) | Arrive at your destination
lambda cluster,k3 girls hostel,511.0,78.0,1.3,4,Start heading right (55m) | Turn left (209m) | End of road left (245m) | Arrive at your destination
lambda cluster,k4 girls hostel,536.6,81.7,1.4,4,Start heading right (55m) | Turn left (209m) | End of road left (271m) | Arrive at your destination
lambda cluster,dh1&2,312.5,48.2,0.8,4,Start heading right (55m) | Turn left (34m) | Turn left (222m) | Arrive at your destination
lambda cluster,dh3,379.6,59.0,1.0,4,Start heading right (55m) | Turn left (209m) | End of road left (114m) | Arrive at your destination
lambda cluster,dh4,412.5,63.8,1.1,4,Start heading right (55m) | Turn left (209m) | End of road left (147m) | Arrive at your destination
lambda cluster,beta cluster,319.9,49.7,0.8,4,Start heading right (55m) | Turn left (209m) | End of road right (54m) | Arrive at your destination
lambda cluster,eta cluster,207.6,30.4,0.5,3,Start heading right (55m) | Turn left (151m) | Arrive at your destination
lambda cluster,gama cluster,160.0,23.6,0.4,3,Start heading right (55m) | Turn left (104m) | Arrive at your destination
lambda cluster,kappa cluster,132.7,22.2,0.4,4,Start heading right (55m) | Turn left (34m) | Turn left (42m) | Arrive at your destination
lambda cluster,mue cluster,173.5,36.8,0.6,4,Start heading left (57m) | Turn left (80m) | Turn left (35m) | Arrive at your destination
lambda cluster,omega cluster,193.7,33.5,0.6,3,Start heading left (57m) | Turn left (136m) | Arrive at your destination
lambda cluster,nuzvid gate,1907.2,316.4,5.3,9,Start heading right (55m) | Turn left (209m) | End of road right (213m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
lambda cluster,sklm gate,257.5,44.0,0.7,4,Start heading left (57m) | Turn left (143m) | End of road left (56m) | Arrive at your destination
mue cluster,academic block 1(ab1),2392.3,386.3,6.4,9,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
mue cluster,academic block2(ab2),2399.5,386.3,6.4,8,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
mue cluster,academic block 3(ab3),2432.6,394.2,6.6,8,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
mue cluster,I3 adminstrative block,2392.3,386.3,6.4,9,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
mue cluster,chancellor office,2392.3,386.3,6.4,9,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
mue cluster,p1 faculty block,2392.3,386.3,6.4,9,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
mue cluster,p2 faculty block,2392.3,386.3,6.4,9,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
mue cluster,p3 faculty block,2655.0,456.3,7.6,7,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
mue cluster,central library,2572.2,427.8,7.1,8,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
mue cluster,sac,2542.3,420.5,7.0,8,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
mue cluster,food court,1010.6,104.4,1.7,4,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (571m) | Arrive at your destination
mue cluster,boys mess,951.5,101.2,1.7,4,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (512m) | Arrive at your destination
mue cluster,girls mess,1140.8,111.7,1.9,4,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (701m) | Arrive at your destination
mue cluster,sbi,1150.9,112.2,1.9,4,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (711m) | Arrive at your destination
mue cluster,nuzvid clinic,2572.2,427.8,7.1,8,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
mue cluster,yoga shala,1087.8,108.7,1.8,4,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (648m) | Arrive at your destination
mue cluster,k2 ground,895.2,98.1,1.6,4,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (456m) | Arrive at your destination
mue cluster,I1 boys hostel,452.8,74.7,1.2,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (209m) | End of road left (13m) | Arrive at your destination
mue cluster,I2 boys hostel,501.4,81.8,1.4,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (209m) | End of road left (62m) | Arrive at your destination
mue cluster,k2 girls hostel,1174.5,113.5,1.9,4,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (735m) | Arrive at your destination
mue cluster,k3 girls hostel,684.6,108.2,1.8,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (209m) | End of road left (245m) | Arrive at your destination
mue cluster,k4 girls hostel,710.1,111.9,1.9,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (209m) | End of road left (271m) | Arrive at your destination
mue cluster,dh1&2,486.0,78.4,1.3,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (34m) | Turn left (222m) | Arrive at your destination
mue cluster,dh3,553.1,89.2,1.5,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (209m) | End of road left (114m) | Arrive at your destination
mue cluster,dh4,586.0,94.0,1.6,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (209m) | End of road left (147m) | Arrive at your destination
mue cluster,beta cluster,493.4,79.9,1.3,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (209m) | End of road right (54m) | Arrive at your destination
mue cluster,eta cluster,381.1,60.6,1.0,5,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (151m) | Arrive at your destination
mue cluster,gama cluster,333.5,53.8,0.9,5,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (104m) | Arrive at your destination
mue cluster,kappa cluster,306.2,52.4,0.9,6,Start heading  (35m) | Turn right (80m) | Turn right (113m) | Turn left (34m) | Turn left (42m) | Arrive at your destination
mue cluster,lambda cluster,173.5,30.2,0.5,4,Start heading  (35m) | Turn right (80m) | Turn right (57m) | Arrive at your destination
mue cluster,omega cluster,91.5,18.7,0.3,3,Start heading  (35m) | Turn left (55m) | Arrive at your destination
mue cluster,nuzvid gate,2149.8,326.3,5.4,8,Start heading  (121m) | End of road left (317m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
mue cluster,sklm gate,174.4,27.2,0.5,3,Start heading  (121m) | End of road right (53m) | Arrive at your destination
omega cluster,academic block 1(ab1),2388.1,382.1,6.4,9,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
omega cluster,academic block2(ab2),2395.2,382.1,6.4,8,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
omega cluster,academic block 3(ab3),2428.3,390.0,6.5,8,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
omega cluster,I3 adminstrative block,2388.1,382.1,6.4,9,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
omega cluster,chancellor office,2388.1,382.1,6.4,9,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
omega cluster,p1 faculty block,2388.1,382.1,6.4,9,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
omega cluster,p2 faculty block,2388.1,382.1,6.4,9,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
omega cluster,p3 faculty block,2650.8,452.1,7.5,7,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
omega cluster,central library,2568.0,423.6,7.1,8,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
omega cluster,sac,2538.0,416.3,6.9,8,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
omega cluster,food court,1006.4,100.2,1.7,4,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (571m) | Arrive at your destination
omega cluster,boys mess,947.2,97.0,1.6,4,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (512m) | Arrive at your destination
omega cluster,girls mess,1136.5,107.5,1.8,4,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (701m) | Arrive at your destination
omega cluster,sbi,1146.7,108.0,1.8,4,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (711m) | Arrive at your destination
omega cluster,nuzvid clinic,2568.0,423.6,7.1,8,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
